,Angry,Device,Lab_sub,Max,Mean,Min,Mood,Peak,Perc20,Perc80,QuartDev,SessionID,Start_time,Std,Strong_Peak,dataQual,derivative,endTime
65,Low,A012B4,1.0,0.250482343089,0.227717530381,0.178478876386,Positive,1.66666666667,0.203824271584,0.245604179639,0.032014474746,S1_24,1557221687.5,0.0220574109668,0.0,0.0,5.00448625511e-07,1557221807.5
66,Low,A012B4,1.0,0.249553761992,0.231671661326,0.156352100679,Positive,0.833333333333,0.221583604428,0.245295433931,0.0121077279878,S1_24,1557221747.5,0.0236362650217,0.0,0.0,0.000899903650015,1557221867.5
67,Low,A012B4,1.0,0.266948819561,0.237834736999,0.155569383114,Positive,0.0,0.235346830218,0.253515932274,0.0117328031697,S1_24,1557221807.5,0.0258680982314,0.0,0.0,0.000366108598649,1557221927.5
68,Low,A012B4,1.0,0.277444846555,0.261182726129,0.232910749988,Positive,0.0,0.246214921889,0.273022207724,0.0232739392759,S1_24,1557221867.5,0.0128354118791,0.0,0.0,0.00040868420515,1557221987.5
69,Low,A012B4,1.0,0.283214791431,0.274211820659,0.266128900555,Positive,0.0,0.270130092049,0.27919867434,0.00766235384874,S1_24,1557221927.5,0.00466216367093,0.0,0.0,0.000123186230507,1557222047.5
70,Low,A012B4,1.0,0.283180658521,0.255457575681,0.0933357332235,Positive,0.833333333333,0.270611193315,0.279075609193,0.00726384360664,S1_24,1557221987.5,0.0481674112163,0.0,0.0,-0.000267812584967,1557222107.5
71,Low,A012B4,1.0,0.28717535549,0.251350419882,0.0917194384682,Positive,1.66666666667,0.248562260995,0.283315225031,0.0204630871154,S1_24,1557222047.5,0.0507590386064,0.0,0.0,0.00025905019778,1557222167.5
72,Low,A012B4,1.0,0.296843693518,0.283614046931,0.256319149557,Positive,0.833333333333,0.268151241889,0.293694380877,0.0152448447059,S1_24,1557222107.5,0.0121213632722,0.0,0.0,0.000604702020896,1557222227.5
73,Low,A012B4,1.0,0.305418791652,0.293811325848,0.235133717813,Positive,0.0,0.290389585081,0.299950801761,0.00787438653554,S1_24,1557222167.5,0.0105203932926,0.0,0.0,-0.000910609821063,1557222287.5
74,Low,A012B4,1.0,0.305083812597,0.24783696431,0.110790937681,Positive,0.833333333333,0.210458160556,0.301703771396,0.087448868075,S1_24,1557222227.5,0.0581497734854,0.0,0.0,-0.00129655296731,1557222347.5
75,Low,A012B4,1.0,0.26618995083,0.205022856767,0.112038012179,Positive,1.66666666667,0.207408118031,0.219080484344,0.00951878550534,S1_24,1557222287.5,0.0272259501453,0.0,0.0,-0.000746541025337,1557222407.5
76,Low,A012B4,1.0,0.223518399767,0.217165400604,0.206646676753,Positive,0.833333333333,0.209535783005,0.222869362157,0.0120838981654,S1_24,1557222347.5,0.00595021861319,0.0,0.0,9.42225228372e-05,1557222467.5
77,Low,A012B4,1.0,0.258698965906,0.17879521409,-0.214229701417,Positive,1.66666666667,0.196885644965,0.236550795491,0.00428101693611,S1_24,1557222407.5,0.119033988026,0.0,0.0,0.000641520231704,1557222527.5
78,Low,A012B4,1.0,0.267897196755,0.163935797679,-0.217006831099,Positive,3.33333333333,0.132986551738,0.251373592137,0.104552231962,S1_24,1557222467.5,0.120367234716,0.0,0.0,-0.00141862252492,1557222587.5
79,Low,A012B4,1.0,0.276975861861,0.225532043306,0.12415279527,Positive,2.5,0.178889487756,0.270100585085,0.0703495971501,S1_24,1557222527.5,0.0484647158846,0.0,0.0,-0.000885525731154,1557222647.5
80,Low,A012B4,1.0,0.276786790121,0.183195300483,-0.223826684374,Positive,0.833333333333,0.126232522285,0.27011037794,0.125321456668,S1_24,1557222587.5,0.133372460556,0.0,0.0416666666667,-0.00222151138023,1557222707.5
81,Low,A012B4,1.0,0.253005736429,0.135518410502,-0.189116208746,Positive,0.0,0.128561091967,0.209259968214,0.0324626290274,S1_24,1557222647.5,0.106694324974,0.0,0.0,-0.00129522696604,1557222767.5
82,Low,A012B4,1.0,0.191159216848,0.167344729561,0.134790936601,Positive,0.0,0.15693669818,0.182296200934,0.0133941545359,S1_24,1557222707.5,0.0134403726392,0.0,0.0,0.000645789714505,1557222827.5
83,Low,A012B4,1.0,0.205829077629,0.184136587082,0.135803720221,Positive,0.0,0.17141264256,0.200058915555,0.0249196979424,S1_24,1557222767.5,0.0186877689315,0.0,0.0,0.000567327726101,1557222887.5
84,Low,A012B4,1.0,0.223810175869,0.202788361952,0.190651247305,Positive,0.0,0.194561107201,0.210638587159,0.0123696436242,S1_24,1557222827.5,0.00751242243059,0.0,0.0416666666667,0.000511779425151,1557222947.5
85,Low,A012B4,1.0,0.222517251974,0.208263096406,0.146194185184,Positive,0.0,0.20628866958,0.215658415599,0.00811862014092,S1_24,1557222887.5,0.0125670815243,0.0,0.0,-0.00102246055867,1557223007.5
86,Low,A012B4,1.0,0.222385881525,0.178523812991,0.0850853693065,Positive,1.66666666667,0.118370483575,0.215875729877,0.0724465690139,S1_24,1557222947.5,0.0428690477123,0.0,0.0,-0.000535318796912,1557223067.5
87,Low,A012B4,1.0,0.201733685409,0.173837248785,0.0687186946407,Positive,1.66666666667,0.163037897175,0.192142658191,0.00878405288563,S1_24,1557223007.5,0.036144480383,0.0,0.0,-0.000176072305691,1557223127.5
88,Low,A012B4,1.0,0.195419954662,0.192893627789,0.19031603363,Positive,0.0,0.191888968137,0.193772465441,0.00157044679313,S1_24,1557223067.5,0.00109871044207,0.0,0.0,8.50653505363e-05,1557223187.5
89,Low,A012B4,1.0,0.198481042935,0.18724156716,0.135635083635,Positive,0.833333333333,0.187709386656,0.195424735508,0.00263833352026,S1_24,1557223127.5,0.0163970038863,0.0,0.0,-0.000115815055135,1557223247.5
90,Low,A012B4,1.0,0.212264645861,0.165517104189,0.0303514430417,Positive,0.833333333333,0.142148625106,0.19654865704,0.0487311312622,S1_24,1557223187.5,0.043934776542,0.0,0.208333333333,0.000245183522117,1557223307.5
91,Low,A012B4,1.0,0.213141321626,0.164970674956,0.0320182077728,Positive,0.833333333333,0.142556140089,0.1967557656,0.04862749731,S1_24,1557223247.5,0.0438655980716,0.0,0.0,-0.000101252556135,1557223367.5
92,Low,A012B4,1.0,0.211267797498,0.187610284582,0.169493660973,Positive,0.833333333333,0.18202808146,0.195634195015,0.0117176761267,S1_24,1557223307.5,0.00821486911214,0.0,0.0,-0.000477381303453,1557223427.5
93,Low,A012B4,1.0,0.199394586439,0.189010628485,0.173676102879,Positive,0.0,0.180185778478,0.197677213895,0.0152921487149,S1_24,1557223367.5,0.0085605212411,0.0,0.0,-0.000340163141223,1557223487.5
94,Low,A012B4,1.0,0.199774376572,0.149782165729,0.0641078199174,Positive,1.66666666667,0.0966975047801,0.19762434443,0.0868211549553,S1_24,1557223427.5,0.0463665212984,0.0,0.0,-0.000960733306338,1557223547.5
95,Low,A012B4,1.0,0.200864619496,0.071808165897,-0.127491433587,Positive,3.33333333333,0.0171381122549,0.129588735699,0.0911136772838,S1_24,1557223487.5,0.0765919752657,0.0,0.0,-0.00335190801609,1557223607.5
